"8024",IN_5_3-x:IN_6_3-x,39394600,7500
"8024",IN_6_3-x:IN_7_3-y,39402100,11600
"9222",IN_7_0:IN_7_3-y,45085700,21800
"9222",IN_7_3-y:y-S1_0,45107500,52800
"9355",IN_7_0:IN_7_3-y,45746600,27700
"9355",IN_7_3-y:y-S1_0,45774300,52800
"7926",IN_3_0:IN_3_3-x,38811200,22300
"7926",IN_3_3-x:IN_4_3-x,38833500,2100
"7926",IN_4_3-x:IN_5_3-x,38835600,56300
"7926",IN_5_3-x:IN_6_3-x,38891900,7500
"7926",IN_6_3-x:IN_7_3-y,38899400,11600
"1829",IN_3_0:IN_3_3-x,8867600,22300
"1829",IN_3_3-x:IN_4_3-x,8889900,2100
"1829",IN_4_3-x:IN_5_3-x,8892000,56300
"1829",IN_5_3-x:IN_6_3-x,8948300,7500
"1829",IN_6_3-x:IN_7_3-y,8955800,11600
"1829",IN_7_3-y:y-S1_0,8967400,52900
"1829",y-S1_0:z-x,9020300,98400
"1829",z-x:IN_1_3-x,9118700,8800
"1829",IN_1_3-x:IN_2_3-x,9127500,2200
"1829",IN_2_3-x:IN_3_3-x,9129700,3000
"1829",IN_3_3-x:IN_4_3-x,9132700,2200
"1829",IN_4_3-x:IN_5_3-x,9134900,56300
"1829",IN_5_3-x:IN_6_3-x,9191200,7500
"1829",IN_6_3-x:IN_7_3-y,9198700,11600
"1829",IN_7_3-y:y-S1_0,9210300,52900
"1829",y-S1_0:y-S2_0,9263200,1300
"1829",y-S2_0:y-S3_0,9264500,1300
"4458",IN_6_0:IN_6_3-x,21863400,27200
"4458",IN_6_3-x:IN_7_3-y,21890600,11500
"4325",IN_6_0:IN_6_3-x,21221200,27200
"4325",IN_6_3-x:IN_7_3-y,21248400,11500
"4325",IN_7_3-y:y-S1_0,21259900,52900
"4325",y-S1_0:z-x,21312800,99500
"4325",z-x:IN_1_3-x,21412300,8800
"4325",IN_1_3-x:IN_2_3-x,21421100,2200
"4325",IN_2_3-x:IN_3_3-x,21423300,3000
"4325",IN_3_3-x:IN_4_3-x,21426300,2200
"4325",IN_4_3-x:IN_5_3-x,21428500,56300
"4325",IN_5_3-x:IN_6_3-x,21484800,7500
"4325",IN_6_3-x:IN_7_3-y,21492300,11600
"4325",IN_7_3-y:y-S1_0,21503900,52900
"4325",y-S1_0:y-S2_0,21556800,1300
"4325",y-S2_0:y-S3_0,21558100,1300
"192",IN_7_0:IN_7_3-y,978300,22300
"192",IN_7_3-y:y-S1_0,1000600,52800
"5171",IN_4_0:IN_4_3-x,25300500,27600
"5171",IN_4_3-x:IN_5_3-x,25328100,56200
"5171",IN_5_3-x:IN_6_3-x,25384300,7500
"5171",IN_6_3-x:IN_7_3-y,25391800,11600
"5171",IN_7_3-y:y-S1_0,25403400,52900
"5171",y-S1_0:z-x,25456300,98400
"5171",z-x:IN_1_3-x,25554700,8800
"5171",IN_1_3-x:IN_2_3-x,25563500,2200
"5171",IN_2_3-x:IN_3_3-x,25565700,3000
"5171",IN_3_3-x:IN_4_3-x,25568700,2200
"5171",IN_4_3-x:IN_5_3-x,25570900,56300
"5171",IN_5_3-x:IN_6_3-x,25627200,7500
"5171",IN_6_3-x:IN_7_3-y,25634700,11600
